Blood Status,Bravery,Intelligence,Loyalty,Ambition,Dark Arts Knowledge,Quidditch Skills,Dueling Skills,Creativity,House,Name,Surname,Age,ID
Pure-blood,6.0,5.0,5,8,0,9.0,5,2,Hufflepuff,Elizabeth,Garza,16.0,53b2edcc-b8b5-40ff-943a-c00ac22a5a9f
Pure-blood,7.0,3.0,3,4,0,10.0,9,4,Gryffindor,Laura,Kim,15.0,d2fd6320-cce1-4e1c-b8f1-4e2b815908d0
Half-blood,7.0,4.0,1,8,4,8.0,10,4,Gryffindor,Johnny,Wilkerson,18.0,22f0c209-1009-4c0b-a59c-5bfbcb68a37c
Pure-blood,4.0,4.0,0,5,8,5.0,6,0,Slytherin,Alexander,White,16.0,3591c36e-29c4-4f4a-96f6-a2e5e1afbe97
Half-blood,2.0,5.0,5,9,8,3.0,7,7,Slytherin,Molly,,16.0,7a6ae674-567e-4dbc-af4b-ec3fa4866f63
Pure-blood,1.0,9.0,2,10,10,10.0,10,7,Slytherin,Victor,Morton,16.0,e0019ce9-5ae3-4103-87ef-05a985cad4b5
Muggle-born,0.0,5.0,1,6,9,5.0,7,8,Slytherin,Zachary,Bradley,13.0,ce45e24c-3714-4aab-98b0-16e8e56b07d4
Muggle-born,6.0,6.0,5,7,7,8.0,8,6,Slytherin,Sara,Ryan,15.0,d264fc18-8a0f-4144-ad75-ec0dd36ab9a9
Muggle-born,6.0,2.0,7,6,8,10.0,6,2,Slytherin,Donna,,15.0,a1d5f54a-0db2-43f6-b802-27db3ee6011c
Pure-blood,2.0,3.0,10,0,4,5.0,4,4,Hufflepuff,Jennifer,Perez,17.0,50296934-b5f5-4820-8a54-520466c1eb40
Muggle-born,5.0,7.0,7,4,1,,7,9,Hufflepuff,Donna,Bradley,,8a3f9aeb-7eed-48e1-b17c-05fdf8ae5ba0
Half-blood,10.0,,6,4,3,,10,4,Gryffindor,Alexis,Cabrera,11.0,d2486798-3936-4619-b2a1-65911b65d125
Pure-blood,2.0,6.0,7,1,2,5.0,2,7,Ravenclaw,Laura,,18.0,cc91dbfc-ca7d-408d-8231-35188538c379
Pure-blood,3.0,8.0,7,3,0,6.0,3,9,Ravenclaw,Danielle,Morton,17.0,b71fdfcb-344f-4019-8674-54148e9f4493
Half-blood,8.0,3.0,4,7,10,8.0,8,0,Slytherin,Tracy,Baker,13.0,1b934312-2f47-4c1e-b645-7c1d3c3cdd49
Pure-blood,0.0,4.0,8,2,1,,5,5,Hufflepuff,Bruce,Kim,18.0,17604d13-5d2a-47f4-b872-8434e9243efb
Half-blood,10.0,2.0,9,1,6,9.0,9,1,Gryffindor,Margaret,Deleon,12.0,fb0ede41-987b-46dd-92c7-28fdee5ffdf2
Pure-blood,2.0,5.0,8,5,4,5.0,6,8,Hufflepuff,Jennifer,Beard,18.0,1301aac5-bd68-448d-8947-7d2aaa6e30fa
Half-blood,4.0,7.0,7,9,10,4.0,9,8,Slytherin,Daniel,Beard,13.0,c6deadf6-c240-451a-a5b7-3542ba7b66ae
Muggle-born,9.0,8.0,4,9,5,6.0,8,0,Slytherin,Anna,Kelly,12.0,9c957672-637c-4d1a-aff3-247cb9b5ddda
Muggle-born,4.0,6.0,4,2,4,8.0,8,10,Ravenclaw,Benjamin,Hines,13.0,cc720296-8bc2-4495-a588-df6327eab94f
Muggle-born,2.0,10.0,8,4,7,8.0,4,9,Ravenclaw,Kimberly,Lee,16.0,4e63e8d6-3150-4fb2-89ce-bc0ae89e861f
Muggle-born,10.0,6.0,8,0,1,7.0,9,4,Gryffindor,Timothy,Villanueva,18.0,07896403-2931-45e9-8b0e-c4e555a16263
Half-blood,8.0,10.0,3,3,2,5.0,2,10,Ravenclaw,Peter,Hall,12.0,ac92801c-f16f-49d6-9b29-9982d5457efa
Half-blood,6.0,4.0,2,3,0,9.0,8,1,Gryffindor,Andrea,Henderson,12.0,6ce59b94-cb8b-4356-a49f-bc0d258ebaa1
Pure-blood,7.0,7.0,1,6,0,10.0,9,3,Gryffindor,Rebecca,Green,13.0,0a4ff4dd-22c6-4763-b910-ec5556f41186
Pure-blood,3.0,6.0,1,4,3,5.0,3,10,Ravenclaw,Kimberly,Beard,17.0,8d5595b2-285b-4c7d-bfe8-1e3c9a8bda26
Pure-blood,5.0,7.0,10,0,0,8.0,3,5,Hufflepuff,Eric,Johnson,18.0,4f09bdf5-ba00-41a4-ac32-f6174b2f7c44
Muggle-born,5.0,8.0,4,0,1,2.0,8,8,Ravenclaw,Nicholas,Johnson,13.0,c9bd8a3b-548e-41da-8678-a1ccaf507bf4
Pure-blood,4.0,7.0,2,6,1,4.0,9,10,Ravenclaw,Martha,Ryan,16.0,0deacfe0-3b6f-439d-bc06-276b90e9d8de
Pure-blood,1.0,5.0,9,1,2,3.0,1,2,Hufflepuff,Charles,Carey,12.0,1ee19d20-2f6a-47eb-837a-b47922fe83de
Muggle-born,2.0,3.0,6,8,9,6.0,8,1,Slytherin,Brian,Russell,12.0,3b0cdfc4-a375-4482-adac-e0d5c77cc631
Half-blood,1.0,,6,9,9,9.0,5,2,Slytherin,Kimberly,Villarreal,13.0,aca20a29-3c30-4d9c-a5df-b0fb9ed1882d
Muggle-born,7.0,5.0,2,5,1,8.0,10,8,Gryffindor,Christopher,Yang,18.0,e29974ea-bf48-480e-b0dc-e158757aba96
Half-blood,6.0,1.0,2,7,7,8.0,7,5,Slytherin,Andrew,Bradley,,17c6ad91-daab-477f-953d-99d79cb13c29
Muggle-born,4.0,3.0,9,4,4,3.0,7,6,Hufflepuff,Bonnie,Ramirez,13.0,77a7e212-3617-44c6-814f-48b6684d9662
Muggle-born,8.0,8.0,4,4,2,0.0,6,9,Ravenclaw,William,Ryan,15.0,939b8c60-47de-437f-bf5f-f4d9d91038a0
Muggle-born,5.0,7.0,0,8,0,7.0,5,7,Gryffindor,Benjamin,Pham,14.0,d8c77b27-ca59-405d-91f4-2c62110389cc
Muggle-born,9.0,8.0,3,8,1,6.0,10,4,Gryffindor,Monique,Jackson,18.0,16680d8a-ae52-4977-875a-ff028848457b
Half-blood,5.0,3.0,10,5,3,6.0,7,1,Hufflepuff,Edgar,Contreras,17.0,3db55387-141c-4c0a-b190-fa47d97d5b45
Pure-blood,3.0,3.0,1,8,10,5.0,7,4,Slytherin,Hannah,Morton,11.0,7300c150-7f43-492a-923b-f3a38338ce30
Half-blood,6.0,7.0,7,10,5,7.0,10,2,Slytherin,Robert,Perez,15.0,d39442c9-10bc-4f67-acdc-38a9a044673d
Half-blood,8.0,3.0,1,3,6,5.0,6,1,Slytherin,David,Malfoy,11.0,508a0e9a-e510-4830-8541-1b9742b57a61
Pure-blood,10.0,2.0,0,0,7,7.0,7,0,Gryffindor,Kenneth,Garza,16.0,f3f1df01-badd-4830-a2cd-2f620d1010c0
Muggle-born,9.0,2.0,5,0,1,5.0,10,4,Gryffindor,Jessica,Morris,18.0,7e18e98f-acb2-4f2d-ae3b-6dfd546bea69
Pure-blood,5.0,7.0,2,10,8,6.0,5,5,Slytherin,Sydney,Bridges,17.0,e5223a63-01ae-4217-a66f-4c847209fdf2
Muggle-born,9.0,5.0,3,0,0,5.0,10,2,Gryffindor,Theresa,Morse,15.0,419a6cfe-5874-426d-96eb-ffca174aaa38
Pure-blood,10.0,5.0,1,3,2,7.0,9,3,Gryffindor,Kathy,Morton,16.0,504f9c6e-898c-493f-a974-d881a12daef1
Pure-blood,4.0,5.0,10,1,0,1.0,3,1,Hufflepuff,Michaela,Contreras,11.0,7b40a944-76a4-4879-96aa-d4a439bdfa81
Muggle-born,3.0,9.0,6,6,1,2.0,7,10,Ravenclaw,Lauren,White,15.0,825a4503-dff9-4ba5-b2cf-cc72f9a273ef
Pure-blood,2.0,5.0,10,3,1,0.0,2,5,Hufflepuff,Bobby,Stewart,12.0,c7dc4c44-2c56-4058-a40b-d6a5c291de78
Pure-blood,9.0,5.0,0,1,4,1.0,0,8,Ravenclaw,Arthur,Jenkins,12.0,ccda5c28-1a6a-460f-ba75-5627fb9c5094
Pure-blood,1.0,7.0,6,1,0,7.0,5,10,Ravenclaw,Alexandra,Reilly,17.0,1daffcbf-2f0f-42c5-b8b1-11c5c02526a4
Pure-blood,5.0,0.0,6,7,10,10.0,10,0,Slytherin,Justin,Robles,11.0,e05f320a-153a-4d05-b406-50b3efabda0d
Muggle-born,8.0,6.0,6,3,5,,2,0,Slytherin,Aaron,Malfoy,16.0,0d17c918-b2c2-4a80-a6c9-9c907a96a37a
Muggle-born,2.0,9.0,0,8,5,4.0,1,10,Ravenclaw,Brian,Pham,18.0,b86f168b-8558-4152-994f-ac9987b2c3e6
Pure-blood,10.0,5.0,6,3,0,10.0,7,2,Gryffindor,Yolanda,Riley,14.0,07bb9ce7-354b-408a-883e-d7aee9187dbf
Muggle-born,4.0,9.0,7,3,3,3.0,7,10,Ravenclaw,Ashley,Anderson,13.0,7173dbaa-3276-42fb-83b0-0a3ca76093b8
Half-blood,5.0,1.0,6,9,10,7.0,9,3,Slytherin,Victoria,Reilly,16.0,fe7ee6ad-b419-465d-8117-52dad55bc5b9
Half-blood,8.0,8.0,7,0,0,6.0,9,9,Gryffindor,Timothy,Harris,13.0,0836b9de-fe6a-45a7-9c19-67452cfca096
Pure-blood,9.0,4.0,3,5,2,10.0,9,5,Gryffindor,Amy,Williams,14.0,2854af22-54a1-43ec-a495-e9aa9041d369
Muggle-born,8.0,2.0,6,7,8,7.0,6,6,Slytherin,Lauren,,11.0,f69974f7-e4ae-4bb3-bd0d-60fd138282f4
Muggle-born,1.0,0.0,5,2,1,5.0,3,1,Hufflepuff,Alice,Peterson,15.0,34849d22-51f9-4818-a597-e1b7d5fe8cb5
Half-blood,,,10,6,5,2.0,5,2,Hufflepuff,Mary,Hartman,18.0,ad75ba10-2ce8-46d2-a403-99dd4755c12a
Muggle-born,0.0,2.0,5,10,10,8.0,5,7,Slytherin,Robin,Jackson,15.0,08a2a099-443d-430c-8f1e-a693551f8bc1
Pure-blood,8.0,4.0,0,8,6,8.0,6,7,Gryffindor,Kristina,Watkins,,94b81396-3632-4363-b67e-65a70602936f
Half-blood,8.0,4.0,8,7,4,4.0,9,2,Hufflepuff,Arthur,Norris,18.0,3b379f7f-0eb2-47ce-8d52-f4a0d95cb03d
Half-blood,1.0,,3,9,6,9.0,10,8,Slytherin,Kristina,Reyes,15.0,6985db80-a17d-43bb-a7a7-0d87d0179841
Muggle-born,6.0,4.0,3,8,0,7.0,9,4,Gryffindor,Benjamin,Craig,18.0,dd7b40d8-69c3-4f13-800c-5d51c63306a9
Pure-blood,10.0,9.0,9,5,1,6.0,10,8,Gryffindor,Sandra,Franco,11.0,262ef9ba-6f79-4f91-ae51-8a144675ce4f
Half-blood,4.0,8.0,9,7,5,,6,2,Hufflepuff,Patrick,Ellis,11.0,6fd8cd46-85cb-4a3a-a9d2-80ebd8e0eefe
Half-blood,9.0,6.0,5,7,6,,10,8,Slytherin,Patrick,Vance,13.0,14c92994-3029-4a8d-8185-f019ebbaa2d1
Half-blood,3.0,10.0,7,3,5,2.0,4,7,Ravenclaw,Gregory,Harris,15.0,f34191b4-dd06-4307-b85c-b9c31d90a58f
Pure-blood,8.0,8.0,6,6,0,0.0,3,0,Hufflepuff,Sara,Cain,18.0,ee2fdac6-928d-49e0-ad0e-69fe3cffe57e
Half-blood,3.0,6.0,8,7,7,7.0,10,5,Slytherin,Robin,Riley,15.0,f7c10c1d-0a39-4fef-afe1-9b88e5cf0736
Pure-blood,3.0,7.0,6,8,6,6.0,7,4,Slytherin,Rose,Simmons,17.0,444f2788-aaef-4989-acb4-4501baf86631
Half-blood,1.0,6.0,5,4,5,0.0,0,6,Ravenclaw,Adrian,Perez,16.0,40b78922-74ba-4b6c-aa95-8a14df85b985
Muggle-born,0.0,0.0,10,8,5,6.0,0,6,Hufflepuff,Amy,Hall,14.0,1b357a9f-db74-42db-8602-76a6a485a97e
Half-blood,5.0,8.0,2,9,9,9.0,10,3,Slytherin,Jennifer,Franco,13.0,5513fa4d-2942-4cb1-bb53-679cf8d2fd39
Pure-blood,0.0,0.0,4,7,10,6.0,7,3,Slytherin,Nancy,Villarreal,15.0,002bfcfe-c9b0-49bd-9d1f-5a8cd2fce287
Half-blood,5.0,0.0,7,6,1,0.0,0,5,Hufflepuff,Tara,Simmons,17.0,95b2e3b4-e585-4a39-ba0b-c6f8b2a16487
Half-blood,3.0,5.0,5,6,8,10.0,9,7,Slytherin,Thomas,Hooper,11.0,13e3ba8a-ae06-405b-bb23-74bd0a5010d6
Half-blood,9.0,5.0,3,5,0,6.0,9,0,Gryffindor,Clifford,Simmons,13.0,34ffc268-d048-4964-a5ee-0bf39853996a
Muggle-born,9.0,10.0,5,1,0,1.0,6,10,Ravenclaw,Katherine,Ross,16.0,d0affe83-ca21-4c72-b36d-8c529af5715e
Muggle-born,3.0,6.0,1,4,4,7.0,6,8,Ravenclaw,Donald,Peterson,15.0,3f13266b-f35c-4b0d-8fdb-9c02e4915c4b
Muggle-born,,5.0,6,3,2,6.0,3,4,Hufflepuff,Jake,,17.0,9ae757d3-a84c-4a7a-b4b3-a2c923f4d0e0
Half-blood,6.0,,8,4,3,,4,4,Hufflepuff,Wanda,Fernandez,,a163395c-4417-4e55-97ae-f389cf0c3b44
Pure-blood,10.0,1.0,4,1,6,8.0,10,5,Gryffindor,Sherry,Ross,15.0,b5849c14-5ca0-4117-b53f-d14fecff6d24
Pure-blood,10.0,7.0,2,1,2,9.0,10,1,Gryffindor,Erica,Hines,12.0,4a053584-9240-4140-9455-97fa1d569c98
Half-blood,6.0,6.0,8,3,4,7.0,3,8,Ravenclaw,Eric,Deleon,14.0,d1bed073-d04a-4e8d-ac32-98393658fb3f
Half-blood,2.0,5.0,8,4,0,1.0,2,9,Hufflepuff,Jacob,Villarreal,14.0,b38b2550-c028-4438-b5a6-83c492780baa
Muggle-born,4.0,9.0,7,2,2,7.0,4,7,Ravenclaw,Samantha,Collins,14.0,38d270af-143d-406b-a037-2ff31c854182
Pure-blood,0.0,3.0,6,10,10,5.0,8,4,Slytherin,Emily,Ramirez,18.0,e0692426-e638-491a-9afd-7bd2acd07788
Muggle-born,6.0,3.0,5,5,4,4.0,9,5,Gryffindor,George,Riley,13.0,0f51c5a3-d06d-4d45-8faf-191cd88f53df
Pure-blood,8.0,4.0,0,10,10,9.0,10,3,Slytherin,Michael,Love,13.0,c25da136-902f-45a4-bc6c-1378b1355737
Muggle-born,5.0,8.0,2,4,2,5.0,0,5,Ravenclaw,Vickie,Gray,14.0,76cc1f49-54bc-481a-be9d-a73e46a0dbad
Pure-blood,3.0,3.0,5,9,5,7.0,6,1,Slytherin,Adam,Santiago,18.0,bdaefc60-e68b-4e22-824b-74b93a58ce5e
Half-blood,3.0,8.0,1,2,0,2.0,5,10,Ravenclaw,Donna,Mccoy,13.0,fa7675a1-3137-4a36-b7e6-0bb73508a20c
Muggle-born,8.0,,6,0,3,1.0,8,4,Hufflepuff,Valerie,Martinez,12.0,6713c7f9-de63-4b2e-8f06-b5ab8eb03b1e
Muggle-born,,6.0,5,10,5,8.0,9,7,Slytherin,Gail,Powers,16.0,9b365a65-9974-44f9-b772-06c6ee4b005a
Muggle-born,2.0,10.0,5,7,2,4.0,5,5,Ravenclaw,Cassandra,Boone,16.0,b188976e-56d7-4fb0-9da9-ca083e903b6d
Half-blood,6.0,4.0,10,3,7,3.0,3,8,Hufflepuff,Anthony,Hartman,11.0,aa18210f-f397-42ea-ac2f-56abd3521616
Pure-blood,5.0,6.0,9,0,1,3.0,2,8,Ravenclaw,James,Cabrera,14.0,50b7e1c4-9f27-4957-af2e-b6958ca6564f
Half-blood,4.0,8.0,2,0,0,4.0,6,5,Ravenclaw,Sharon,Moreno,16.0,04609abe-64ad-4404-8005-641119652f6d
Half-blood,5.0,7.0,2,10,10,6.0,7,2,Slytherin,Steven,Taylor,17.0,6793072f-95cb-4519-849e-96acb5fef909
Pure-blood,2.0,5.0,5,6,6,8.0,6,6,Hufflepuff,Barbara,Morris,15.0,f0d0a859-0811-48a3-ae1e-57f11b9abf43
Pure-blood,,4.0,2,2,0,7.0,10,5,Gryffindor,Sarah,Villanueva,12.0,9b104a1c-9d1c-48db-add5-825262709cc9
Muggle-born,9.0,5.0,4,4,4,10.0,7,3,Gryffindor,Tina,Kim,11.0,c0124113-5203-467d-8bc7-e8e38b1149a1
Half-blood,9.0,7.0,6,2,1,7.0,9,7,Gryffindor,Adam,Craig,16.0,1573a10f-7eb9-49a0-9aa1-7c787979db3e
Half-blood,4.0,6.0,0,5,9,4.0,10,3,Slytherin,Cynthia,Robles,11.0,e4544171-b7c9-4b60-9e33-eb5fc329bb52
Pure-blood,2.0,10.0,2,0,3,,6,7,Ravenclaw,Nancy,Robles,15.0,2d56434c-12e1-413b-bed5-99c43aaa5d55
Half-blood,3.0,7.0,2,10,8,9.0,9,9,Slytherin,Jon,Vance,18.0,6e623b07-170f-408e-ba53-6bf4081f1a5b
Half-blood,8.0,9.0,5,4,1,4.0,5,7,Ravenclaw,Julie,Anderson,18.0,44575440-7edb-484d-bd93-73813f990af2
Half-blood,1.0,10.0,4,3,2,3.0,5,8,Ravenclaw,Sarah,Booth,17.0,48bd9a1b-ee93-4b69-9c18-5bdaca3db5e2
Pure-blood,6.0,8.0,4,10,10,8.0,8,8,Slytherin,Elijah,Scott,13.0,5fa4b2db-7d94-4611-8d1f-d761a0c61198
Muggle-born,2.0,0.0,2,10,10,9.0,7,8,Slytherin,Michelle,Scott,18.0,7aff8fdb-29de-4a69-a5e7-711c2b54852f
Half-blood,7.0,,6,10,10,5.0,9,6,Slytherin,Cynthia,Sherman,13.0,3a29bb4a-755d-4232-ab87-dcc0b0e15ff3
Pure-blood,2.0,8.0,10,5,4,0.0,5,7,Hufflepuff,Rachel,King,17.0,448dc2f4-c31d-4435-a47d-04cb5a8ad4a4
Muggle-born,8.0,6.0,5,10,7,10.0,7,0,Slytherin,Joseph,Perez,12.0,50fe61c5-4e01-4f6a-a850-5e22db00077c
Pure-blood,7.0,0.0,5,7,8,9.0,9,2,Slytherin,April,Peterson,13.0,e24693f4-c021-4adf-adf9-5832d3b81b8f
Half-blood,8.0,0.0,6,8,7,6.0,10,3,Slytherin,Tom,Carey,11.0,65354877-bc27-45d6-bc3a-7790b10699ef
Half-blood,2.0,2.0,8,3,4,6.0,7,6,Hufflepuff,Erika,Perez,16.0,fede2dbc-1014-48ef-afe2-ad292a9fac1a
Muggle-born,9.0,10.0,5,5,3,9.0,2,5,Ravenclaw,Linda,Riley,12.0,5c114dcd-3e51-4d12-af3c-ae5076d30d97
Muggle-born,5.0,6.0,1,3,4,0.0,5,9,Ravenclaw,Paige,Fuller,12.0,33448f99-9777-4c95-9c74-b19f926f91f7
Muggle-born,7.0,3.0,4,10,7,9.0,10,8,Slytherin,Chelsea,Franco,17.0,c7428e5c-68aa-436b-897f-4f7d2fd5639e
Pure-blood,,4.0,9,0,0,7.0,7,2,Gryffindor,Cindy,Green,17.0,123f30fc-3446-4043-b649-e3de52f94e8b
Pure-blood,5.0,8.0,5,8,10,7.0,9,5,Slytherin,Kenneth,King,18.0,31c22b24-2df9-46cb-8964-1452ae2bfbf6
Pure-blood,5.0,3.0,9,3,4,6.0,4,6,Hufflepuff,Eric,Cabrera,16.0,ecca8831-d5ce-4dba-b4cb-e162d11bf59e
Half-blood,0.0,,6,5,3,0.0,1,4,Hufflepuff,Jonathan,Henderson,11.0,80356ce6-f967-4bb4-a5c7-d5d0e3090c7a
Muggle-born,9.0,3.0,5,4,3,3.0,10,2,Gryffindor,Meghan,Simmons,17.0,61f291b4-839b-4193-8907-31057a04917e
Muggle-born,,5.0,2,7,10,6.0,9,4,Slytherin,Tammy,Jennings,14.0,19574e10-1d1d-4c81-a7cd-729203781cd0
Pure-blood,4.0,1.0,9,10,7,7.0,8,3,Slytherin,Nathan,White,13.0,32a31513-a3a2-4444-94d9-67b3e15818ec
Half-blood,,9.0,6,6,6,4.0,5,9,Ravenclaw,Amber,Bradley,18.0,87288b3b-9e33-4a4e-a4ec-26a8bfab8a69
Half-blood,3.0,1.0,5,2,5,9.0,5,6,Hufflepuff,Amanda,,14.0,28e3644b-9e68-42e4-b3c8-36e437c36495
Pure-blood,3.0,4.0,6,9,10,7.0,8,5,Slytherin,David,Johnson,15.0,79add787-8c5f-4c19-961f-351695a0cf99
Half-blood,3.0,3.0,3,10,10,10.0,7,2,Slytherin,Mitchell,Pitts,14.0,9f2ea091-2806-4d37-977d-9d0246772f8c
Muggle-born,10.0,4.0,4,3,1,10.0,9,8,Gryffindor,Johnathan,Robles,14.0,341f16cd-6345-4365-bac0-9a076cededde
Pure-blood,6.0,1.0,5,3,3,5.0,5,3,Gryffindor,Angela,Weasley,11.0,ca6ff0c2-8af6-4c7a-abed-feb156e0fc9c
Muggle-born,1.0,7.0,10,3,2,1.0,4,0,Hufflepuff,Kevin,Perez,14.0,9dcfa2ce-acc1-4c0c-892f-a5e444211626
Pure-blood,,2.0,6,1,1,4.0,9,1,Gryffindor,Lisa,Williams,18.0,bd00fa4f-8882-4fdd-9e7e-b5f13833fe9e
Half-blood,5.0,7.0,8,2,3,6.0,0,4,Hufflepuff,James,Williams,14.0,3e42234f-c2a1-4082-b078-bbc411722505
Pure-blood,1.0,5.0,6,2,3,0.0,6,7,Ravenclaw,Lori,Morton,16.0,53d0f09e-8edc-4b1a-a26e-4958ad379bdb
Pure-blood,3.0,8.0,7,5,2,8.0,7,9,Hufflepuff,Valerie,Villanueva,11.0,8e05d52f-b9a9-40a9-b295-b036042b21a2
Half-blood,9.0,5.0,3,3,2,6.0,7,0,Gryffindor,Alec,Taylor,15.0,e03b7a95-6760-4b40-bd3c-c02ed021dee6
Half-blood,3.0,6.0,3,2,0,,0,9,Ravenclaw,Marissa,Martinez,11.0,f9e3a09c-879e-47f7-ab41-aab1a9f6f4c5
Pure-blood,2.0,4.0,10,4,3,2.0,8,6,Hufflepuff,James,Jennings,17.0,a05f5ff4-31c9-4f73-99f0-0c6c11dcaa2a
Muggle-born,1.0,10.0,2,5,1,5.0,5,10,Ravenclaw,Ellen,Andrade,11.0,17f83d64-ed88-4e6d-a234-3b39f96ad029
Half-blood,1.0,0.0,7,10,6,10.0,8,3,Slytherin,Frank,Yang,14.0,2efe4d98-522e-4518-8b41-b388bae6d88b
Half-blood,4.0,9.0,2,8,1,0.0,0,8,Ravenclaw,Jesse,Pitts,11.0,6a0c0063-f1ed-4a6f-bc97-55af2393dc25
Pure-blood,2.0,3.0,10,4,7,1.0,8,2,Hufflepuff,Heather,Powers,17.0,9c9f5dd4-05b4-4dee-9f75-c6ae6ba1a0c7
Muggle-born,10.0,3.0,1,1,0,7.0,10,7,Gryffindor,Jessica,Villarreal,18.0,0a7cb0c0-6e34-4494-b352-e85e3f58820b
Muggle-born,5.0,9.0,3,6,3,6.0,9,8,Ravenclaw,Dana,Lee,11.0,a1ec78be-c5b2-456f-a5dd-8c5d18af3699
Half-blood,5.0,9.0,9,4,0,0.0,6,8,Ravenclaw,David,Bell,16.0,672657a8-ce11-487c-9175-268811b3c14d
Muggle-born,5.0,5.0,1,9,7,7.0,10,2,Slytherin,Richard,Williams,16.0,5550842c-fdf8-4cd9-b4fb-aa84bb877bed
Pure-blood,3.0,8.0,7,8,4,0.0,1,6,Ravenclaw,Jaclyn,,,ea8e8d91-61b1-4fb5-a852-f4de60c6ad4a
Muggle-born,5.0,3.0,10,3,5,6.0,0,3,Hufflepuff,Michele,Villarreal,,72b4fe0b-ca3f-4357-b632-a13d90b64c6d
Half-blood,5.0,,10,3,0,6.0,0,0,Hufflepuff,Paul,Sherman,14.0,7e5ee910-38ae-433b-95c2-e9d076bd5b64
Half-blood,7.0,3.0,0,6,7,3.0,10,5,Gryffindor,Belinda,Weasley,18.0,a41e2a39-7961-403a-9e7e-81ad331c05d2
Half-blood,5.0,8.0,3,6,2,8.0,5,10,Ravenclaw,Stephanie,Mccoy,15.0,154d118c-7819-4f52-8b5d-a2596fa1142e
Half-blood,7.0,5.0,6,8,7,8.0,8,5,Slytherin,Natasha,Diaz,12.0,1e670a5a-96c0-4aba-a23e-c02e5e0891ff
Half-blood,6.0,7.0,2,10,5,9.0,9,6,Slytherin,Melissa,,,fe91e529-ff7e-4bd2-a6ed-ec9880b38723
Half-blood,8.0,5.0,0,4,0,5.0,10,3,Gryffindor,Selena,Love,11.0,db376c49-b738-40fd-9caf-10d02092b7ce
Pure-blood,5.0,5.0,3,10,9,10.0,7,4,Slytherin,Sheri,Ross,12.0,d0703a25-9883-49b5-86c0-e99c6701f06d
Pure-blood,9.0,2.0,6,2,2,3.0,10,4,Gryffindor,Russell,,15.0,48e090c5-587d-4e0c-af73-fb99369a8e42
Muggle-born,3.0,4.0,7,8,8,4.0,8,5,Slytherin,Bryce,Davis,16.0,d2257294-5895-4e2a-ad2f-d1d5f57fc2d3
Half-blood,,,3,6,2,,1,10,Ravenclaw,Sarah,Franco,17.0,75cf0b1d-6a88-4949-8392-b028c9223447
Half-blood,5.0,2.0,8,8,5,3.0,2,5,Gryffindor,Michael,Weasley,12.0,8ba83204-2398-4985-90c8-9e6c1bc222b8
Muggle-born,8.0,10.0,0,4,7,0.0,2,10,Hufflepuff,Amanda,Diggory,12.0,0f183ca7-8d79-4370-995a-f49e4283eeca
Muggle-born,4.0,0.0,4,10,6,10.0,5,0,Slytherin,Nathan,,11.0,a552784f-818a-453f-8ee4-1cf781ef6cb0
Pure-blood,0.0,6.0,8,5,4,6.0,4,8,Hufflepuff,Katherine,Vance,14.0,1fb93ab1-1f5c-4c79-8aff-9ded80784a87
Pure-blood,4.0,3.0,10,6,1,3.0,5,4,Hufflepuff,Mikayla,Anderson,15.0,16b9b0cc-53f0-4f1d-93a2-939b10c01d59
Muggle-born,,5.0,3,9,10,6.0,6,3,Slytherin,Dawn,Martinez,11.0,72c35382-3739-4b0d-9e52-c35140daa997
Half-blood,7.0,6.0,3,5,0,8.0,10,0,Gryffindor,Joshua,Hines,18.0,0c287326-ebf1-4953-886e-3f64f4d09ac5
Half-blood,9.0,5.0,7,7,0,8.0,10,0,Gryffindor,Mary,Burke,16.0,fce65af9-2f02-4d8b-8acb-4e63ca4d128e
Half-blood,5.0,5.0,8,5,5,6.0,3,5,Hufflepuff,Robert,Gill,16.0,77653cc4-53ff-486d-930a-cad220eecc03
Muggle-born,3.0,4.0,6,9,9,8.0,7,6,Slytherin,Brian,Yang,16.0,f8784700-37ef-4538-92b3-d0e813131cb2
Half-blood,7.0,,4,9,7,5.0,7,4,Slytherin,Joshua,White,16.0,cc311fe3-5344-4ede-91bb-98f1941c8442
Muggle-born,8.0,5.0,6,4,2,10.0,8,7,Gryffindor,Dillon,Williams,,23a66cf6-8629-402a-bba6-d575a04c9e63
Muggle-born,6.0,3.0,8,8,6,2.0,3,6,Hufflepuff,Lisa,Cabrera,,bb79aa6d-da14-4ea5-a48f-8ff9873bb765
Muggle-born,5.0,5.0,10,4,1,9.0,0,8,Hufflepuff,April,Ramirez,14.0,53b16db7-c184-4ecf-9ed8-274b91b09ef0
Pure-blood,2.0,7.0,9,10,7,7.0,10,4,Slytherin,Michelle,Beard,16.0,cd3286a9-c9a5-4980-9504-482390db5cbd
Half-blood,3.0,5.0,3,10,10,5.0,7,5,Slytherin,Thomas,Carey,18.0,0e70230d-0760-4ca3-a324-949bece4be4b
Pure-blood,7.0,3.0,0,8,10,9.0,9,0,Slytherin,Eric,Osborne,12.0,e0f1e238-efc8-42d2-b730-d5a55e7a435b
Half-blood,4.0,6.0,4,10,10,10.0,9,7,Slytherin,Erica,Jennings,17.0,9f38c1c3-25c5-4de8-9e80-a8402a1213f8
